Image,F1,Jaccard,Recall,Precision,,,
1689.png,0.8691099476439791,0.7685185185185185,0.9779086892488954,0.7820965842167256,,,
2672.png,0.9087947882736157,0.8328358208955224,0.8483108108108108,0.9785658612626656,,,
2524.png,0.5428384565075213,0.3725314183123878,0.7384341637010676,0.42916235780765255,,,
2026.png,0,0,0,0,,,
2356.png,0.7964493419038874,0.6617497456765005,0.9296177206145052,0.6966532797858099,,,
527.png,0.9048473967684022,0.8262295081967214,0.9960474308300395,0.8289473684210527,,,
1142.png,0.9133858267716536,0.8405797101449275,0.9830508474576272,0.8529411764705882,,,
1562.png,0.5665399239543726,0.3952254641909814,0.9834983498349835,0.3978638184245661,,,
1668.png,0.899057873,0.8166259168704156,0.8789473684210526,0.9201101928374655,,,
1837.png,0.9546511627906976,0.9132369299221357,0.9879663056558363,0.9235095613048369,,,
294.png,0.9712683952347582,0.944141689,0.9665271966527197,0.976056338,,,
2157.png,0,0,0,0,,,
2528.png,0.8708452041785376,0.7712363330529857,0.9708840656431975,0.7894963409384417,,,
2527.png,0.827518234,0.7057834566240753,0.7124915139171758,0.9868359191349318,,,
2075.png,0.7865546218487395,0.6481994459833795,0.7968217934165721,0.7765486725663717,,,
2322.png,0.7627365356622998,0.6164705882352941,0.6164705882352941,1,,,
3034.png,0.8492816481431281,0.7380447585394582,0.7380447585394582,1,,,
1851.png,0.81358885,0.6857562408223201,0.7054380664652568,0.9609053497942387,,,
676.png,0.9548335974643424,0.913570887,0.9212538226299695,0.990953947,,,
1818.png,0.8886509635974305,0.7996146435452793,0.96287703,0.8250497017892644,,,
2906.png,0,0,0,0,,,
1840.png,0.8130360205831905,0.684971098,1,0.684971098,,,
560.png,0.6043872919818457,0.43306233062330624,0.43306233062330624,1,,,
1337.png,0.8184187662901824,0.6926470588235294,0.9978813559322034,0.6936671575846833,,,
1384.png,0.7609427609427609,0.6141304347826086,1,0.6141304347826086,,,
2936.png,0.9412865497076022,0.8890852850198852,0.9212454212454212,0.9622190339550454,,,
1579.png,0.9486590038314175,0.902332362,0.9856687898089171,0.914327917,,,
678.png,0.9719478467009086,0.9454265949269792,0.9601873536299765,0.984,,,
555.png,0.9653882132834425,0.9330922242314648,0.9772727272727273,0.9537892791127541,,,
1885.png,0.6275033377837116,0.4571984435797665,1,0.4571984435797665,,,
2471.png,0.5339087546239212,0.3641715727502103,1,0.3641715727502103,,,
1769.png,0.9686697483307652,0.9392430278884463,0.9772020725388602,0.960285132,,,
1720.png,0.8238993710691824,0.7005347593582888,0.7158469945355191,0.9703703703703703,,,
2465.png,0.7597087378640777,0.6125244618395304,0.9976095617529881,0.6134247917687408,,,
2255.png,0.7533217793183131,0.6042632066728453,0.6048237476808905,0.998468606,,,
1960.png,0,0,0,0,,,
21.png,0.8309618668184405,0.7108081791626095,0.9931972789115646,0.7142857142857143,,,
26.png,0.7991360691144709,0.6654676258992805,1,0.6654676258992805,,,
2405.png,0.9107720758206194,0.8361629881154499,0.9044995408631772,0.9171322160148976,,,
335.png,0.9193742478941035,0.8507795100222717,0.8741418764302059,0.9695431472081218,,,
893.png,0.9072164948453608,0.8301886792452831,0.9799554565701559,0.8445297504798465,,,
2606.png,0.8096350364963503,0.6801569781702232,0.85824822,0.7662337662337663,,,
